c2,s,BandGap1
6.9,0.62,1.4808
7.05,0.62,1.4908
7.2,0.62,1.5005
7.35,0.62,1.5098
7.5,0.62,1.5188
7.65,0.62,1.5275
7.8,0.62,1.5359
7.95,0.62,1.544
8.1,0.62,1.5519
8.25,0.62,1.5596
8.4,0.62,1.567
8.55,0.62,1.5742
8.7,0.62,1.5812
8.85,0.62,1.588
9,0.62,1.5946
9.15,0.62,1.601
9.3,0.62,1.6073
9.45,0.62,1.6134
9.6,0.62,1.6193
9.75,0.62,1.625
9.9,0.62,1.6307
10.05,0.62,1.6361
10.2,0.62,1.6415
10.35,0.62,1.6467
10.5,0.62,1.6518
10.65,0.62,1.6567
10.8,0.62,1.6616
10.95,0.62,1.6663
11.1,0.62,1.6709
11.25,0.62,1.6754
11.4,0.62,1.6799
11.55,0.62,1.6842
11.7,0.62,1.6884
11.85,0.62,1.6926
12,0.62,1.6966
12.15,0.62,1.7006
12.3,0.62,1.7045
12.45,0.62,1.7083
12.6,0.62,1.712
12.75,0.62,1.7157
12.9,0.62,1.7193
13.05,0.62,1.7228
13.2,0.62,1.7262
13.35,0.62,1.7296
13.5,0.62,1.7329
13.65,0.62,1.7362
13.8,0.62,1.7394
13.95,0.62,1.7425
14.1,0.62,1.7456
14.25,0.62,1.7487
14.4,0.62,1.7516
14.55,0.62,1.7546
14.7,0.62,1.7575
14.85,0.62,1.7603
15,0.62,1.7631
0.15,0.63,1.1299
0.3,0.63,0.9158
0.45,0.63,0.66801
0.6,0.63,0.44817
0.75,0.63,0.259
0.9,0.63,0.096195
1.05,0.63,0.044853
1.2,0.63,0.16799
1.35,0.63,0.27631
1.5,0.63,0.37227
1.65,0.63,0.45782
1.8,0.63,0.53454
1.95,0.63,0.60372
2.1,0.63,0.6664
2.25,0.63,0.72345
2.4,0.63,0.77559
2.55,0.63,0.82343
2.7,0.63,0.86748
2.85,0.63,0.90817
3,0.63,0.94587
3.15,0.63,0.9809
3.3,0.63,1.0135
3.45,0.63,1.044
3.6,0.63,1.0726
3.75,0.63,1.0994
3.9,0.63,1.1245
4.05,0.63,1.1483
4.2,0.63,1.1706
4.35,0.63,1.1918
4.5,0.63,1.2118
4.65,0.63,1.2308
4.8,0.63,1.2489
4.95,0.63,1.2661
5.1,0.63,1.2824
5.25,0.63,1.298
5.4,0.63,1.3129
5.55,0.63,1.3271
5.7,0.63,1.3407
5.85,0.63,1.3537
6,0.63,1.3662
6.15,0.63,1.3782
6.3,0.63,1.3898
6.45,0.63,1.4008
6.6,0.63,1.4115
6.75,0.63,1.4218
6.9,0.63,1.4316
7.05,0.63,1.4412
7.2,0.63,1.4504
7.35,0.63,1.4593
7.5,0.63,1.4679
7.65,0.63,1.4762
7.8,0.63,1.4842
7.95,0.63,1.492
8.1,0.63,1.4996
8.25,0.63,1.5069
8.4,0.63,1.514
8.55,0.63,1.5209
8.7,0.63,1.5276
8.85,0.63,1.5341
9,0.63,1.5404
9.15,0.63,1.5465
9.3,0.63,1.5525
9.45,0.63,1.5583
9.6,0.63,1.564
9.75,0.63,1.5695
9.9,0.63,1.5748
10.05,0.63,1.5801
10.2,0.63,1.5852
10.35,0.63,1.5902
10.5,0.63,1.595
10.65,0.63,1.5998
10.8,0.63,1.6044
10.95,0.63,1.6089
11.1,0.63,1.6133
11.25,0.63,1.6177
11.4,0.63,1.6219
11.55,0.63,1.626
11.7,0.63,1.6301
11.85,0.63,1.634
12,0.63,1.6379
12.15,0.63,1.6417
12.3,0.63,1.6454
12.45,0.63,1.649
12.6,0.63,1.6526
12.75,0.63,1.6561
12.9,0.63,1.6595
13.05,0.63,1.6629
13.2,0.63,1.6662
13.35,0.63,1.6694
13.5,0.63,1.6726
13.65,0.63,1.6757
13.8,0.63,1.6788
13.95,0.63,1.6818
14.1,0.63,1.6847
14.25,0.63,1.6876
14.4,0.63,1.6905
14.55,0.63,1.6933
14.7,0.63,1.696
14.85,0.63,1.6987
15,0.63,1.7014
0.15,0.64,1.1513
0.3,0.64,0.92109
0.45,0.64,0.6672
0.6,0.64,0.44551
0.75,0.64,0.25654
0.9,0.64,0.095
1.05,0.64,0.044187
1.2,0.64,0.16515
1.35,0.64,0.27115
1.5,0.64,0.36473
1.65,0.64,0.44792
1.8,0.64,0.52233
1.95,0.64,0.58927
2.1,0.64,0.64981
2.25,0.64,0.70481
2.4,0.64,0.755
2.55,0.64,0.80099
2.7,0.64,0.84328
2.85,0.64,0.88231
3,0.64,0.91844
3.15,0.64,0.95199
3.3,0.64,0.98323
3.45,0.64,1.0124
3.6,0.64,1.0397
3.75,0.64,1.0653
3.9,0.64,1.0893
4.05,0.64,1.112
4.2,0.64,1.1333
4.35,0.64,1.1535
4.5,0.64,1.1726
4.65,0.64,1.1908
4.8,0.64,1.208
4.95,0.64,1.2244
5.1,0.64,1.24
5.25,0.64,1.2548
5.4,0.64,1.269
5.55,0.64,1.2826
5.7,0.64,1.2956
5.85,0.64,1.308
6,0.64,1.32
6.15,0.64,1.3314
6.3,0.64,1.3424
6.45,0.64,1.353
6.6,0.64,1.3632
6.75,0.64,1.373
6.9,0.64,1.3824
7.05,0.64,1.3915
7.2,0.64,1.4003
7.35,0.64,1.4088
7.5,0.64,1.417
7.65,0.64,1.425
7.8,0.64,1.4327
7.95,0.64,1.4401
8.1,0.64,1.4474
8.25,0.64,1.4544
8.4,0.64,1.4611
8.55,0.64,1.4677
8.7,0.64,1.4741
8.85,0.64,1.4803
9,0.64,1.4864
9.15,0.64,1.4923
9.3,0.64,1.498
9.45,0.64,1.5035
9.6,0.64,1.509
9.75,0.64,1.5142
9.9,0.64,1.5194
10.05,0.64,1.5244
10.2,0.64,1.5293
10.35,0.64,1.5341
10.5,0.64,1.5387
10.65,0.64,1.5433
10.8,0.64,1.5477
10.95,0.64,1.5521
11.1,0.64,1.5563
11.25,0.64,1.5604
11.4,0.64,1.5645
11.55,0.64,1.5685
11.7,0.64,1.5723
11.85,0.64,1.5761
12,0.64,1.5799
12.15,0.64,1.5835
12.3,0.64,1.5871
12.45,0.64,1.5906
12.6,0.64,1.594
12.75,0.64,1.5973
12.9,0.64,1.6006
13.05,0.64,1.6039
13.2,0.64,1.607
13.35,0.64,1.6101
13.5,0.64,1.6132
13.65,0.64,1.6162
13.8,0.64,1.6191
13.95,0.64,1.622
14.1,0.64,1.6248
14.25,0.64,1.6276
14.4,0.64,1.6304
14.55,0.64,1.633
14.7,0.64,1.6357
14.85,0.64,1.6383
15,0.64,1.6408
0.15,0.65,1.1724
0.3,0.65,0.92519
0.45,0.65,0.66545
0.6,0.65,0.44225
0.75,0.65,0.25376
0.9,0.65,0.093702
1.05,0.65,0.043479
1.2,0.65,0.16218
1.35,0.65,0.26579
1.5,0.65,0.35697
1.65,0.65,0.43779
1.8,0.65,0.5099
1.95,0.65,0.57462
2.1,0.65,0.63303
2.25,0.65,0.68601
2.4,0.65,0.73427
2.55,0.65,0.77844
2.7,0.65,0.819
2.85,0.65,0.85638
3,0.65,0.89096
3.15,0.65,0.92304
3.3,0.65,0.95288
3.45,0.65,0.98072
3.6,0.65,1.0068
3.75,0.65,1.0312
3.9,0.65,1.0541
4.05,0.65,1.0757
4.2,0.65,1.096
4.35,0.65,1.1152
4.5,0.65,1.1334
4.65,0.65,1.1507
4.8,0.65,1.1671
4.95,0.65,1.1827
5.1,0.65,1.1975
5.25,0.65,1.2117
5.4,0.65,1.2252
5.55,0.65,1.2381
5.7,0.65,1.2504
5.85,0.65,1.2623
6,0.65,1.2736
6.15,0.65,1.2845
6.3,0.65,1.295
6.45,0.65,1.3051
6.6,0.65,1.3148
6.75,0.65,1.3241
6.9,0.65,1.3331
7.05,0.65,1.3418
7.2,0.65,1.3502
7.35,0.65,1.3583
7.5,0.65,1.3661
7.65,0.65,1.3737
7.8,0.65,1.381
7.95,0.65,1.3881
8.1,0.65,1.395
8.25,0.65,1.4017
8.4,0.65,1.4082
8.55,0.65,1.4144
8.7,0.65,1.4206
8.85,0.65,1.4265
9,0.65,1.4323
9.15,0.65,1.4379
9.3,0.65,1.4434
9.45,0.65,1.4487
9.6,0.65,1.4539
9.75,0.65,1.4589
9.9,0.65,1.4638
10.05,0.65,1.4687
10.2,0.65,1.4733
10.35,0.65,1.4779
10.5,0.65,1.4824
10.65,0.65,1.4867
10.8,0.65,1.491
10.95,0.65,1.4952
11.1,0.65,1.4992
11.25,0.65,1.5032
11.4,0.65,1.5071
11.55,0.65,1.5109
11.7,0.65,1.5146
11.85,0.65,1.5183
12,0.65,1.5218
12.15,0.65,1.5253
12.3,0.65,1.5288
12.45,0.65,1.5321
12.6,0.65,1.5354
12.75,0.65,1.5386
12.9,0.65,1.5418
13.05,0.65,1.5449
13.2,0.65,1.548
13.35,0.65,1.551
13.5,0.65,1.5539
13.65,0.65,1.5568
13.8,0.65,1.5596
13.95,0.65,1.5624
14.1,0.65,1.5651
14.25,0.65,1.5678
14.4,0.65,1.5704
14.55,0.65,1.573
14.7,0.65,1.5756
14.85,0.65,1.5781
15,0.65,1.5805
0.15,0.66,1.1936
0.3,0.66,0.9283
0.45,0.66,0.66283
0.6,0.66,0.43842
0.75,0.66,0.25067
0.9,0.66,0.092303
1.05,0.66,0.042731
1.2,0.66,0.15907
1.35,0.66,0.26026
1.5,0.66,0.34902
1.65,0.66,0.42748
1.8,0.66,0.49731
1.95,0.66,0.55985
2.1,0.66,0.61618
2.25,0.66,0.66718
2.4,0.66,0.71358
2.55,0.66,0.75596
2.7,0.66,0.79484
2.85,0.66,0.83063
3,0.66,0.8637
3.15,0.66,0.89435
3.3,0.66,0.92283
3.45,0.66,0.94938
3.6,0.66,0.97419
3.75,0.66,0.99743
3.9,0.66,1.0192
4.05,0.66,1.0398
4.2,0.66,1.0591
4.35,0.66,1.0774
4.5,0.66,1.0947
4.65,0.66,1.1111
4.8,0.66,1.1266
4.95,0.66,1.1414
5.1,0.66,1.1555
5.25,0.66,1.1689
5.4,0.66,1.1817
5.55,0.66,1.194
5.7,0.66,1.2057
5.85,0.66,1.2169
6,0.66,1.2277
6.15,0.66,1.238
6.3,0.66,1.2479
6.45,0.66,1.2575
6.6,0.66,1.2667
6.75,0.66,1.2755
6.9,0.66,1.2841
7.05,0.66,1.2923
7.2,0.66,1.3003
7.35,0.66,1.3079
7.5,0.66,1.3154
7.65,0.66,1.3226
7.8,0.66,1.3295
7.95,0.66,1.3363
8.1,0.66,1.3428
8.25,0.66,1.3491
8.4,0.66,1.3553
8.55,0.66,1.3613
8.7,0.66,1.3671
8.85,0.66,1.3727
9,0.66,1.3782
9.15,0.66,1.3836
9.3,0.66,1.3888
9.45,0.66,1.3938
9.6,0.66,1.3988
9.75,0.66,1.4036
9.9,0.66,1.4083
10.05,0.66,1.4129
10.2,0.66,1.4173
10.35,0.66,1.4217
10.5,0.66,1.4259
10.65,0.66,1.4301
10.8,0.66,1.4342
10.95,0.66,1.4381
11.1,0.66,1.442
11.25,0.66,1.4458
11.4,0.66,1.4495
11.55,0.66,1.4532
11.7,0.66,1.4567
11.85,0.66,1.4602
12,0.66,1.4636
12.15,0.66,1.467
12.3,0.66,1.4703
12.45,0.66,1.4735
12.6,0.66,1.4766
12.75,0.66,1.4797
12.9,0.66,1.4828
13.05,0.66,1.4857
13.2,0.66,1.4887
13.35,0.66,1.4915
13.5,0.66,1.4943
13.65,0.66,1.4971
13.8,0.66,1.4998
13.95,0.66,1.5025
14.1,0.66,1.5051
14.25,0.66,1.5077
14.4,0.66,1.5102
14.55,0.66,1.5127
14.7,0.66,1.5152
14.85,0.66,1.5176
15,0.66,1.52
0.15,0.67,1.2148
0.3,0.67,0.93055
0.45,0.67,0.65946
0.6,0.67,0.43407
0.75,0.67,0.2473
0.9,0.67,0.090806
1.05,0.67,0.041942
1.2,0.67,0.15583
1.35,0.67,0.25455
1.5,0.67,0.34088
1.65,0.67,0.417
1.8,0.67,0.48459
1.95,0.67,0.545
2.1,0.67,0.59931
2.25,0.67,0.6484
2.4,0.67,0.69299
2.55,0.67,0.73368
2.7,0.67,0.77095
2.85,0.67,0.80522
3,0.67,0.83685
3.15,0.67,0.86613
3.3,0.67,0.89332
3.45,0.67,0.91864
3.6,0.67,0.94229
3.75,0.67,0.96442
3.9,0.67,0.98518
4.05,0.67,1.0047
4.2,0.67,1.0231
4.35,0.67,1.0405
4.5,0.67,1.0569
4.65,0.67,1.0724
4.8,0.67,1.0872
4.95,0.67,1.1012
5.1,0.67,1.1145
5.25,0.67,1.1272
5.4,0.67,1.1394
5.55,0.67,1.151
5.7,0.67,1.1621
5.85,0.67,1.1727
6,0.67,1.1828
6.15,0.67,1.1926
6.3,0.67,1.202
6.45,0.67,1.211
6.6,0.67,1.2197
6.75,0.67,1.2281
6.9,0.67,1.2361
7.05,0.67,1.2439
7.2,0.67,1.2514
7.35,0.67,1.2587
7.5,0.67,1.2657
7.65,0.67,1.2725
7.8,0.67,1.279
7.95,0.67,1.2854
8.1,0.67,1.2916
8.25,0.67,1.2976
8.4,0.67,1.3034
8.55,0.67,1.309
8.7,0.67,1.3145
8.85,0.67,1.3198
9,0.67,1.325
9.15,0.67,1.3301
9.3,0.67,1.335
9.45,0.67,1.3398
9.6,0.67,1.3444
9.75,0.67,1.349
9.9,0.67,1.3534
10.05,0.67,1.3577
10.2,0.67,1.362
10.35,0.67,1.3661
10.5,0.67,1.3701
10.65,0.67,1.374
10.8,0.67,1.3779
10.95,0.67,1.3816
11.1,0.67,1.3853
11.25,0.67,1.3889
11.4,0.67,1.3924
11.55,0.67,1.3959
11.7,0.67,1.3993
11.85,0.67,1.4026
12,0.67,1.4058
12.15,0.67,1.409
12.3,0.67,1.4121
12.45,0.67,1.4151
12.6,0.67,1.4181
12.75,0.67,1.4211
12.9,0.67,1.4239
13.05,0.67,1.4268
13.2,0.67,1.4296
13.35,0.67,1.4323
13.5,0.67,1.435
13.65,0.67,1.4376
13.8,0.67,1.4402
13.95,0.67,1.4427
14.1,0.67,1.4452
14.25,0.67,1.4477
14.4,0.67,1.4501
14.55,0.67,1.4525
14.7,0.67,1.4548
14.85,0.67,1.4571
15,0.67,1.4594
0.15,0.68,1.2352
0.3,0.68,0.93193
0.45,0.68,0.65539
0.6,0.68,0.42924
0.75,0.68,0.24366
0.9,0.68,0.089215
1.05,0.68,0.041113
1.2,0.68,0.15247
1.35,0.68,0.24865
1.5,0.68,0.33254
1.65,0.68,0.40632
1.8,0.68,0.4717
1.95,0.68,0.53002
2.1,0.68,0.58238
2.25,0.68,0.62963
2.4,0.68,0.6725
2.55,0.68,0.71156
2.7,0.68,0.7473
2.85,0.68,0.78014
3,0.68,0.81041
3.15,0.68,0.83842
3.3,0.68,0.8644
3.45,0.68,0.88858
3.6,0.68,0.91114
3.75,0.68,0.93224
3.9,0.68,0.95202
4.05,0.68,0.9706
4.2,0.68,0.9881
4.35,0.68,1.0046
4.5,0.68,1.0202
4.65,0.68,1.035
4.8,0.68,1.049
4.95,0.68,1.0623
5.1,0.68,1.0749
5.25,0.68,1.087
5.4,0.68,1.0985
5.55,0.68,1.1095
5.7,0.68,1.1199
5.85,0.68,1.13
6,0.68,1.1396
6.15,0.68,1.1488
6.3,0.68,1.1577
6.45,0.68,1.1662
6.6,0.68,1.1744
6.75,0.68,1.1823
6.9,0.68,1.1899
7.05,0.68,1.1973
7.2,0.68,1.2043
7.35,0.68,1.2112
7.5,0.68,1.2178
7.65,0.68,1.2242
7.8,0.68,1.2304
7.95,0.68,1.2364
8.1,0.68,1.2422
8.25,0.68,1.2478
8.4,0.68,1.2533
8.55,0.68,1.2586
8.7,0.68,1.2638
8.85,0.68,1.2688
9,0.68,1.2736
9.15,0.68,1.2784
9.3,0.68,1.283
9.45,0.68,1.2875
9.6,0.68,1.2919
9.75,0.68,1.2961
9.9,0.68,1.3003
10.05,0.68,1.3044
10.2,0.68,1.3083
10.35,0.68,1.3122
10.5,0.68,1.316
10.65,0.68,1.3197
10.8,0.68,1.3233
10.95,0.68,1.3268
11.1,0.68,1.3303
11.25,0.68,1.3337
11.4,0.68,1.337
11.55,0.68,1.3402
11.7,0.68,1.3434
11.85,0.68,1.3465
12,0.68,1.3495
12.15,0.68,1.3525
12.3,0.68,1.3554
12.45,0.68,1.3583
12.6,0.68,1.3611
12.75,0.68,1.3638
12.9,0.68,1.3666
13.05,0.68,1.3692
13.2,0.68,1.3718
13.35,0.68,1.3744
13.5,0.68,1.3769
13.65,0.68,1.3794
13.8,0.68,1.3818
13.95,0.68,1.3842
14.1,0.68,1.3865
14.25,0.68,1.3888
14.4,0.68,1.3911
14.55,0.68,1.3934
14.7,0.68,1.3956
14.85,0.68,1.3977
15,0.68,1.3998
0.15,0.69,1.2539
0.3,0.69,0.93227
0.45,0.69,0.65061
0.6,0.69,0.42395
0.75,0.69,0.23975
0.9,0.69,0.087532
1.05,0.69,0.040244
1.2,0.69,0.14896
1.35,0.69,0.24256
1.5,0.69,0.32396
1.65,0.69,0.39539
1.8,0.69,0.45857
1.95,0.69,0.51484
2.1,0.69,0.56528
2.25,0.69,0.61075
2.4,0.69,0.65195
2.55,0.69,0.68946
2.7,0.69,0.72375
2.85,0.69,0.75523
3,0.69,0.78424
3.15,0.69,0.81105
3.3,0.69,0.8359
3.45,0.69,0.85902
3.6,0.69,0.88058
3.75,0.69,0.90073
3.9,0.69,0.91961
4.05,0.69,0.93734
4.2,0.69,0.95403
4.35,0.69,0.96976
4.5,0.69,0.98462
4.65,0.69,0.99869
4.8,0.69,1.012
4.95,0.69,1.0247
5.1,0.69,1.0367
5.25,0.69,1.0481
5.4,0.69,1.0591
5.55,0.69,1.0695
5.7,0.69,1.0794
5.85,0.69,1.089
6,0.69,1.0981
6.15,0.69,1.1069
6.3,0.69,1.1152
6.45,0.69,1.1233
6.6,0.69,1.1311
6.75,0.69,1.1385
6.9,0.69,1.1457
7.05,0.69,1.1527
7.2,0.69,1.1594
7.35,0.69,1.1658
7.5,0.69,1.1721
7.65,0.69,1.1781
7.8,0.69,1.1839
7.95,0.69,1.1896
8.1,0.69,1.1951
8.25,0.69,1.2004
8.4,0.69,1.2055
8.55,0.69,1.2105
8.7,0.69,1.2154
8.85,0.69,1.2201
9,0.69,1.2247
9.15,0.69,1.2292
9.3,0.69,1.2335
9.45,0.69,1.2377
9.6,0.69,1.2418
9.75,0.69,1.2459
9.9,0.69,1.2498
10.05,0.69,1.2536
10.2,0.69,1.2573
10.35,0.69,1.2609
10.5,0.69,1.2645
10.65,0.69,1.2679
10.8,0.69,1.2713
10.95,0.69,1.2746
11.1,0.69,1.2779
11.25,0.69,1.281
11.4,0.69,1.2841
11.55,0.69,1.2871
11.7,0.69,1.2901
11.85,0.69,1.293
12,0.69,1.2959
12.15,0.69,1.2986
12.3,0.69,1.3014
12.45,0.69,1.304
12.6,0.69,1.3067
12.75,0.69,1.3093
12.9,0.69,1.3118
13.05,0.69,1.3143
13.2,0.69,1.3167
13.35,0.69,1.3191
13.5,0.69,1.3214
13.65,0.69,1.3237
13.8,0.69,1.326
13.95,0.69,1.3282
14.1,0.69,1.3304
14.25,0.69,1.3326
14.4,0.69,1.3347
14.55,0.69,1.3368
14.7,0.69,1.3388
14.85,0.69,1.3409
15,0.69,1.3428
0.15,0.7,1.2699
0.3,0.7,0.93121
0.45,0.7,0.64503
0.6,0.7,0.41818
0.75,0.7,0.2356
0.9,0.7,0.08576
1.05,0.7,0.039336
1.2,0.7,0.14532
1.35,0.7,0.23626
1.5,0.7,0.31513
1.65,0.7,0.38418
1.8,0.7,0.44514
1.95,0.7,0.49936
2.1,0.7,0.5479
2.25,0.7,0.59161
2.4,0.7,0.63118
2.55,0.7,0.66718
2.7,0.7,0.70007
2.85,0.7,0.73025
3,0.7,0.75804
3.15,0.7,0.78372
3.3,0.7,0.80752
3.45,0.7,0.82964
3.6,0.7,0.85026
3.75,0.7,0.86954
3.9,0.7,0.88759
4.05,0.7,0.90454
4.2,0.7,0.92049
4.35,0.7,0.93552
4.5,0.7,0.94971
4.65,0.7,0.96314
4.8,0.7,0.97586
4.95,0.7,0.98794
5.1,0.7,0.99942
5.25,0.7,1.0103
5.4,0.7,1.0208
5.55,0.7,1.0307
5.7,0.7,1.0402
5.85,0.7,1.0493
6,0.7,1.0579
6.15,0.7,1.0663
6.3,0.7,1.0743
6.45,0.7,1.0819
6.6,0.7,1.0893
6.75,0.7,1.0964
6.9,0.7,1.1033
7.05,0.7,1.1099
7.2,0.7,1.1162
7.35,0.7,1.1224
7.5,0.7,1.1283
7.65,0.7,1.134
7.8,0.7,1.1395
7.95,0.7,1.1449
8.1,0.7,1.1501
8.25,0.7,1.1551
8.4,0.7,1.16
8.55,0.7,1.1648
8.7,0.7,1.1694
8.85,0.7,1.1738
9,0.7,1.1782
9.15,0.7,1.1824
9.3,0.7,1.1865
9.45,0.7,1.1905
9.6,0.7,1.1944
9.75,0.7,1.1981
9.9,0.7,1.2018
10.05,0.7,1.2054
10.2,0.7,1.2089
10.35,0.7,1.2124
10.5,0.7,1.2157
10.65,0.7,1.219
10.8,0.7,1.2221
10.95,0.7,1.2253
11.1,0.7,1.2283
11.25,0.7,1.2313
11.4,0.7,1.2342
11.55,0.7,1.237
11.7,0.7,1.2398
11.85,0.7,1.2425
12,0.7,1.2452
12.15,0.7,1.2478
12.3,0.7,1.2504
12.45,0.7,1.2529
12.6,0.7,1.2554
12.75,0.7,1.2578
12.9,0.7,1.2601
13.05,0.7,1.2625
13.2,0.7,1.2647
13.35,0.7,1.267
13.5,0.7,1.2692
13.65,0.7,1.2713
13.8,0.7,1.2735
13.95,0.7,1.2755
14.1,0.7,1.2776
14.25,0.7,1.2796
14.4,0.7,1.2816
14.55,0.7,1.2835
14.7,0.7,1.2854
14.85,0.7,1.2873
15,0.7,1.2892
0.15,0.71,1.2826
0.3,0.71,0.92835
0.45,0.71,0.63848
0.6,0.71,0.41188
0.75,0.71,0.23117
0.9,0.71,0.0839
1.05,0.71,0.03839
1.2,0.71,0.14155
1.35,0.71,0.22975
1.5,0.71,0.30603
1.65,0.71,0.37266
1.8,0.71,0.43137
1.95,0.71,0.48352
2.1,0.71,0.53014
2.25,0.71,0.57209
2.4,0.71,0.61003
2.55,0.71,0.64453
2.7,0.71,0.67604
2.85,0.71,0.70494
3,0.71,0.73154
3.15,0.71,0.75611
3.3,0.71,0.77889
3.45,0.71,0.80006
3.6,0.71,0.81979
3.75,0.71,0.83823
3.9,0.71,0.8555
4.05,0.71,0.87172
4.2,0.71,0.88697
4.35,0.71,0.90135
4.5,0.71,0.91493
4.65,0.71,0.92778
4.8,0.71,0.93995
4.95,0.71,0.9515
5.1,0.71,0.96248
5.25,0.71,0.97293
5.4,0.71,0.98289
5.55,0.71,0.9924
5.7,0.71,1.0015
5.85,0.71,1.0102
6,0.71,1.0185
6.15,0.71,1.0264
6.3,0.71,1.0341
6.45,0.71,1.0414
6.6,0.71,1.0485
6.75,0.71,1.0553
6.9,0.71,1.0618
7.05,0.71,1.0681
7.2,0.71,1.0742
7.35,0.71,1.0801
7.5,0.71,1.0857
7.65,0.71,1.0912
7.8,0.71,1.0965
7.95,0.71,1.1016
8.1,0.71,1.1066
8.25,0.71,1.1114
8.4,0.71,1.116
8.55,0.71,1.1205
8.7,0.71,1.1249
8.85,0.71,1.1292
9,0.71,1.1333
9.15,0.71,1.1374
9.3,0.71,1.1413
9.45,0.71,1.1451
9.6,0.71,1.1488
9.75,0.71,1.1524
9.9,0.71,1.1559
10.05,0.71,1.1593
10.2,0.71,1.1627
10.35,0.71,1.1659
10.5,0.71,1.1691
10.65,0.71,1.1722
10.8,0.71,1.1752
10.95,0.71,1.1782
11.1,0.71,1.1811
11.25,0.71,1.1839
11.4,0.71,1.1866
11.55,0.71,1.1893
11.7,0.71,1.192
11.85,0.71,1.1946
12,0.71,1.1971
12.15,0.71,1.1996
12.3,0.71,1.202
12.45,0.71,1.2044
12.6,0.71,1.2067
12.75,0.71,1.209
12.9,0.71,1.2113
13.05,0.71,1.2135
13.2,0.71,1.2156
13.35,0.71,1.2177
13.5,0.71,1.2198
13.65,0.71,1.2218
13.8,0.71,1.2238
13.95,0.71,1.2258
14.1,0.71,1.2277
14.25,0.71,1.2296
14.4,0.71,1.2315
14.55,0.71,1.2333
14.7,0.71,1.2351
14.85,0.71,1.2369
15,0.71,1.2386
0.15,0.72,1.2919
0.3,0.72,0.9234
0.45,0.72,0.63079
0.6,0.72,0.40498
0.75,0.72,0.22646
0.9,0.72,0.081949
1.05,0.72,0.037408
1.2,0.72,0.13765
1.35,0.72,0.22305
1.5,0.72,0.29669
1.65,0.72,0.36086
1.8,0.72,0.41729
1.95,0.72,0.46733
2.1,0.72,0.51201
2.25,0.72,0.55217
2.4,0.72,0.58847
2.55,0.72,0.62145
2.7,0.72,0.65156
2.85,0.72,0.67917
3,0.72,0.70457
3.15,0.72,0.72804
3.3,0.72,0.74979
3.45,0.72,0.77001
3.6,0.72,0.78885
3.75,0.72,0.80646
3.9,0.72,0.82297
4.05,0.72,0.83846
4.2,0.72,0.85304
4.35,0.72,0.86679
4.5,0.72,0.87977
4.65,0.72,0.89206
4.8,0.72,0.90371
4.95,0.72,0.91476
5.1,0.72,0.92527
5.25,0.72,0.93528
5.4,0.72,0.94482
5.55,0.72,0.95392
5.7,0.72,0.96262
5.85,0.72,0.97095
6,0.72,0.97892
6.15,0.72,0.98656
6.3,0.72,0.99389
6.45,0.72,1.0009
6.6,0.72,1.0077
6.75,0.72,1.0142
6.9,0.72,1.0205
7.05,0.72,1.0266
7.2,0.72,1.0324
7.35,0.72,1.038
7.5,0.72,1.0435
7.65,0.72,1.0487
7.8,0.72,1.0538
7.95,0.72,1.0587
8.1,0.72,1.0635
8.25,0.72,1.0681
8.4,0.72,1.0726
8.55,0.72,1.0769
8.7,0.72,1.0811
8.85,0.72,1.0852
9,0.72,1.0892
9.15,0.72,1.0931
9.3,0.72,1.0968
9.45,0.72,1.1005
9.6,0.72,1.1041
9.75,0.72,1.1075
9.9,0.72,1.1109
10.05,0.72,1.1142
10.2,0.72,1.1174
10.35,0.72,1.1205
10.5,0.72,1.1236
10.65,0.72,1.1266
10.8,0.72,1.1295
10.95,0.72,1.1323
11.1,0.72,1.1351
11.25,0.72,1.1378
11.4,0.72,1.1405
11.55,0.72,1.1431
11.7,0.72,1.1456
11.85,0.72,1.1481
12,0.72,1.1505
12.15,0.72,1.1529
12.3,0.72,1.1552
12.45,0.72,1.1575
12.6,0.72,1.1597
12.75,0.72,1.1619
12.9,0.72,1.1641
13.05,0.72,1.1662
13.2,0.72,1.1683
13.35,0.72,1.1703
13.5,0.72,1.1723
13.65,0.72,1.1742
13.8,0.72,1.1761
13.95,0.72,1.178
14.1,0.72,1.1799
14.25,0.72,1.1817
14.4,0.72,1.1835
14.55,0.72,1.1852
14.7,0.72,1.187
14.85,0.72,1.1887
15,0.72,1.1903
0.15,0.73,1.2983
0.3,0.73,0.91626
0.45,0.73,0.62182
0.6,0.73,0.39741
0.75,0.73,0.22145
0.9,0.73,0.079908
1.05,0.73,0.036391
1.2,0.73,0.13365
1.35,0.73,0.2162
1.5,0.73,0.28717
1.65,0.73,0.34886
1.8,0.73,0.403
1.95,0.73,0.45091
2.1,0.73,0.49363
2.25,0.73,0.53198
2.4,0.73,0.56661
2.55,0.73,0.59805
2.7,0.73,0.62673
2.85,0.73,0.65302
3,0.73,0.6772
3.15,0.73,0.69954
3.3,0.73,0.72023
3.45,0.73,0.73947
3.6,0.73,0.7574
3.75,0.73,0.77417
3.9,0.73,0.78988
4.05,0.73,0.80463
4.2,0.73,0.81852
4.35,0.73,0.83161
4.5,0.73,0.84399
4.65,0.73,0.85571
4.8,0.73,0.86682
4.95,0.73,0.87737
5.1,0.73,0.8874
5.25,0.73,0.89696
5.4,0.73,0.90608
